Transaction ID,Day,Month,Year,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model
481,20,2,2022,Sunday,Samsung,2,43688.68,Devendra Rao,35,Vadodara,Cash,2,Galaxy S21
482,20,2,2022,Sunday,Xiaomi,8,21156.02,Ravi Malhotra,47,Mumbai,Debit Card,4,Redmi 9
483,21,2,2022,Monday,OnePlus,1,23462.15,Ramesh Gupta,28,Mumbai,Credit Card,5,OnePlus Nord
484,21,2,2022,Monday,Apple,7,39630.95,Shruti Pathak,30,Delhi,Cash,5,iPhone SE
485,21,2,2022,Monday,Xiaomi,5,67696.12,Ramesh Solanki,41,Delhi,Debit Card,5,Mi 11
486,22,2,2022,Tuesday,Apple,8,56178.53,Shruti Pathak,46,Mumbai,Debit Card,3,iPhone 12
487,22,2,2022,Tuesday,Vivo,1,39298.58,Ramesh Dutta,22,Indore,UPI,3,Vivo Y51
488,22,2,2022,Tuesday,Samsung,7,30263.15,Umesh Ghosh,52,Delhi,UPI,4,Galaxy Note 20
489,23,2,2022,Wednesday,Vivo,5,42956.11,Gita Iyer,36,Ranchi,Credit Card,5,Vivo Y51
490,23,2,2022,Wednesday,Xiaomi,4,54901.65,Reena Desai,30,Indore,Debit Card,5,Redmi Note 10
491,23,2,2022,Wednesday,OnePlus,7,57035.72,Sanjay Das,22,Madurai,UPI,2,OnePlus 8T
492,24,2,2022,Thursday,Apple,2,29476.53,Sanjay Patel,31,Gorakhpur,Credit Card,5,iPhone 11
493,24,2,2022,Thursday,Samsung,1,53269.56,Anita Desai,55,Delhi,Cash,5,Galaxy Note 20
494,24,2,2022,Thursday,Apple,1,49467.33,Anand Chatterjee,39,Madurai,UPI,4,iPhone 12
495,25,2,2022,Friday,Xiaomi,1,67546.74,Bina Solanki,26,Madurai,Credit Card,2,Redmi Note 10
496,25,2,2022,Friday,Apple,5,65865.42,Sunita Mehta,57,Ludhiana,UPI,2,iPhone SE
497,25,2,2022,Friday,Samsung,7,57362.76,Pankaj Arora,43,Jodhpur,Cash,4,Galaxy Note 20
498,26,2,2022,Saturday,Xiaomi,2,53403.68,Monika Srivastava,22,Hyderabad,Cash,4,Mi 11
499,26,2,2022,Saturday,Apple,8,26442.5,Rajesh Ghosh,46,Mumbai,UPI,5,iPhone 12
500,26,2,2022,Saturday,OnePlus,4,60757.92,Priya Sharma,39,Bangalore,Cash,5,OnePlus 9
501,26,2,2022,Saturday,Xiaomi,3,35650.34,Kavita Kaur,20,Ranchi,Credit Card,2,Mi 11
502,27,2,2022,Sunday,Xiaomi,8,26334.43,Vivek Deshmukh,45,Delhi,UPI,2,Redmi 9
503,27,2,2022,Sunday,OnePlus,2,33049.65,Pooja Patel,55,Delhi,UPI,5,OnePlus Nord
504,27,2,2022,Sunday,Vivo,3,60156.13,Meena Joshi,31,Delhi,Cash,2,Vivo Y51
505,28,2,2022,Monday,Samsung,3,18917.99,Namita Gupta,31,Ranchi,Credit Card,4,Galaxy A51
506,28,2,2022,Monday,Vivo,1,37369.52,Harish Malhotra,28,Jodhpur,UPI,4,Vivo S1
507,28,2,2022,Monday,Apple,6,39541.46,Pankaj Patel,26,Indore,UPI,5,iPhone 11
508,28,2,2022,Monday,OnePlus,2,12197.78,Aditya Iyer,55,Ludhiana,Cash,3,OnePlus Nord
509,1,3,2022,Tuesday,Vivo,1,21744.76,Ramesh Joshi,23,Delhi,Cash,3,Vivo V20
510,1,3,2022,Tuesday,Xiaomi,2,59604.55,Sachin Rao,18,Delhi,Credit Card,4,Mi 11
511,1,3,2022,Tuesday,Apple,6,59846.04,Pankaj Jain,42,Delhi,Credit Card,3,iPhone 12
512,1,3,2022,Tuesday,Apple,4,27544.91,Monika Singh,33,Delhi,Cash,3,iPhone 11
513,2,3,2022,Wednesday,Vivo,6,62493.83,Deepika Kulkarni,32,Mumbai,Credit Card,5,Vivo V20
514,2,3,2022,Wednesday,Vivo,9,56306.98,Vinod Kumar,51,Gorakhpur,Debit Card,2,Vivo S1
515,2,3,2022,Wednesday,OnePlus,8,35074.45,Neeta Kumar,34,Delhi,Debit Card,2,OnePlus 9
516,2,3,2022,Wednesday,Samsung,1,54904.38,Vinod Kulkarni,20,Lucknow,Cash,3,Galaxy S21
517,3,3,2022,Thursday,Vivo,8,67680.08,Vinod Nair,20,Delhi,UPI,5,Vivo V20
518,3,3,2022,Thursday,Vivo,9,37538.18,Vinod Solanki,54,Delhi,Cash,5,Vivo V20
519,3,3,2022,Thursday,Xiaomi,6,24305.63,Sachin Sheth,34,Delhi,Cash,3,Redmi Note 10
520,4,3,2022,Friday,Apple,5,66508.99,Prashant Srivastava,55,Ludhiana,Cash,5,iPhone 11
521,4,3,2022,Friday,Samsung,6,46224.66,Neeta Nair,18,Vadodara,UPI,5,Galaxy S21
522,4,3,2022,Friday,Xiaomi,6,16315.91,Lalita Kaur,24,Vadodara,Debit Card,5,Redmi Note 10
523,5,3,2022,Saturday,OnePlus,9,44360.97,Isha Menon,43,Delhi,Credit Card,2,OnePlus 8T
524,5,3,2022,Saturday,OnePlus,4,40034.85,Neeta Pillai,56,Rajkot,Debit Card,4,OnePlus 8T
525,5,3,2022,Saturday,Vivo,2,61335.33,Vivek Siddiqui,36,Indore,Credit Card,5,Vivo S1
526,6,3,2022,Sunday,Vivo,9,41841.71,Anand Mishra,47,Delhi,Credit Card,4,Vivo V20
527,6,3,2022,Sunday,OnePlus,2,25313.95,Namita Sheth,31,Ranchi,Cash,4,OnePlus 9
528,6,3,2022,Sunday,Vivo,9,50538.64,Rohan Menon,30,Mumbai,Cash,5,Vivo S1
529,7,3,2022,Monday,Samsung,2,42554.53,Vivek Patel,37,Mumbai,Credit Card,2,Galaxy S21
530,7,3,2022,Monday,Vivo,8,23982.68,Bhavana Varma,43,Kolkata,UPI,5,Vivo S1
531,7,3,2022,Monday,Apple,9,44417.67,Vinod Dutta,44,Delhi,UPI,5,iPhone 11
532,7,3,2022,Monday,Vivo,9,59292.13,Rohan Menon,42,Indore,UPI,2,Vivo V20
533,8,3,2022,Tuesday,Xiaomi,9,11714.26,Deepika Sharma,26,Mumbai,UPI,3,Redmi Note 10
534,8,3,2022,Tuesday,Samsung,2,47851.06,Rajesh Yadav,58,Kanpur,Cash,2,Galaxy Note 20
535,8,3,2022,Tuesday,Xiaomi,4,30975.11,Arun Ghosh,29,Lucknow,Debit Card,5,Redmi Note 10
536,9,3,2022,Wednesday,Xiaomi,7,27560.29,Anita Patel,27,Delhi,Debit Card,5,Mi 11
537,9,3,2022,Wednesday,Apple,2,33555.27,Kunal Patel,23,Kolkata,Credit Card,4,iPhone 11
538,9,3,2022,Wednesday,Samsung,1,30521.36,Ravi Kulkarni,51,Bhopal,UPI,3,Galaxy A51
539,10,3,2022,Thursday,Samsung,3,59934.35,Neeta Mishra,58,Ranchi,Cash,2,Galaxy Note 20
540,10,3,2022,Thursday,Samsung,4,26487.87,Kiran Solanki,36,Coimbatore,Cash,3,Galaxy A51
541,10,3,2022,Thursday,Samsung,8,53989.18,Radha Sharma,23,Delhi,Cash,4,Galaxy Note 20
542,11,3,2022,Friday,Samsung,6,15643.59,Nikhil Chaudhary,19,Jodhpur,Credit Card,3,Galaxy A51
543,11,3,2022,Friday,Apple,2,67083.78,Harish Mishra,32,Madurai,Cash,3,iPhone SE
544,11,3,2022,Friday,Vivo,9,47339,Sanjay Menon,34,Kolkata,Credit Card,2,Vivo S1
545,12,3,2022,Saturday,Xiaomi,2,52403.11,Sunil Rao,33,Kolkata,Credit Card,3,Redmi 9
546,12,3,2022,Saturday,Samsung,5,27882.36,Kiran Solanki,45,Delhi,Credit Card,4,Galaxy S21
547,12,3,2022,Saturday,Vivo,4,34725.79,Deepika Das,38,Patna,Credit Card,5,Vivo Y51
548,13,3,2022,Sunday,Vivo,7,23426.7,Kiran Singh,25,Mumbai,Cash,5,Vivo Y51
549,13,3,2022,Sunday,Xiaomi,8,65952.17,Ramesh Kumar,27,Vadodara,Cash,5,Mi 11
550,13,3,2022,Sunday,Apple,5,39286.27,Bhavana Mehta,27,Rajkot,Debit Card,5,iPhone 11
551,13,3,2022,Sunday,OnePlus,5,47826.89,Rohan Pathak,27,Patna,Cash,2,OnePlus Nord
552,14,3,2022,Monday,OnePlus,2,54056.32,Yogesh Patel,26,Indore,UPI,5,OnePlus 9
553,14,3,2022,Monday,Vivo,8,32266.37,Bhavana Bhatnagar,45,Madurai,UPI,5,Vivo Y51
554,14,3,2022,Monday,Xiaomi,2,53206.1,Meena Verma,41,Kanpur,Credit Card,5,Mi 11
555,15,3,2022,Tuesday,OnePlus,6,50559.55,Priyanka Chatterjee,36,Mumbai,Credit Card,5,OnePlus 8T
556,15,3,2022,Tuesday,Vivo,8,52339.56,Shruti Thakur,50,Mumbai,Credit Card,2,Vivo S1
557,15,3,2022,Tuesday,Apple,6,39353.79,Vijay Malhotra,21,Lucknow,Debit Card,5,iPhone 11
558,15,3,2022,Tuesday,OnePlus,4,32976.24,Jyoti Alva,20,Mumbai,Credit Card,2,OnePlus 8T
559,16,3,2022,Wednesday,Vivo,4,23324.93,Monika Chatterjee,59,Coimbatore,Debit Card,2,Vivo V20
560,16,3,2022,Wednesday,Vivo,6,59477.58,Ayesha Sheth,29,Kanpur,Credit Card,4,Vivo S1
561,16,3,2022,Wednesday,Samsung,4,46501,Vivek Rawat,35,Kolkata,UPI,5,Galaxy S21
562,17,3,2022,Thursday,Apple,8,36661.13,Sneha Mishra,40,Rajkot,Credit Card,5,iPhone 11
563,17,3,2022,Thursday,Samsung,9,66639.75,Bhavana Bhatnagar,37,Coimbatore,Cash,3,Galaxy A51
564,17,3,2022,Thursday,Xiaomi,1,12870.33,Pankaj Patel,23,Madurai,Credit Card,5,Mi 11
565,17,3,2022,Thursday,Samsung,4,61010.32,Shruti Dutta,51,Delhi,Cash,4,Galaxy Note 20
566,18,3,2022,Friday,Samsung,4,69854.96,Mala Siddiqui,59,Ranchi,Cash,5,Galaxy A51
567,18,3,2022,Friday,OnePlus,2,63216.53,Nikhil Reddy,19,Gorakhpur,Cash,3,OnePlus 9
568,18,3,2022,Friday,Vivo,6,58626.2,Mala Siddiqui,47,Indore,Cash,4,Vivo S1
569,19,3,2022,Saturday,Apple,3,32458.36,Kiran Malhotra,26,Delhi,Debit Card,2,iPhone SE
570,19,3,2022,Saturday,Samsung,7,23878.85,Pankaj Kapoor,44,Delhi,Debit Card,5,Galaxy S21
571,19,3,2022,Saturday,Apple,5,54091.03,Vivek Ghosh,59,Delhi,Credit Card,5,iPhone SE
572,20,3,2022,Sunday,Samsung,4,28274.52,Gita Teja,51,Mumbai,Credit Card,4,Galaxy S21
573,20,3,2022,Sunday,Xiaomi,5,20562.38,Mala Goyal,57,Ranchi,Debit Card,3,Redmi Note 10
574,20,3,2022,Sunday,Samsung,8,57191.55,Priya Mehta,41,Patna,Credit Card,5,Galaxy A51
575,20,3,2022,Sunday,OnePlus,3,28752.62,Kavita Dutta,34,Delhi,Credit Card,2,OnePlus Nord
576,21,3,2022,Monday,Vivo,7,64866.5,Rohan Singh,46,Jodhpur,Debit Card,5,Vivo V20
577,21,3,2022,Monday,Xiaomi,6,60437.96,Sneha Yadav,53,Mumbai,Debit Card,3,Redmi Note 10
578,21,3,2022,Monday,Samsung,1,60858.42,Yogesh Reddy,29,Ranchi,Credit Card,2,Galaxy S21
579,21,3,2022,Monday,Apple,7,56294.18,Sneha Mehta,48,Jodhpur,Debit Card,3,iPhone 12
580,22,3,2022,Tuesday,Xiaomi,7,62852.89,Kavita Siddiqui,26,Ranchi,UPI,5,Redmi Note 10
581,22,3,2022,Tuesday,Xiaomi,1,58344.81,Rajesh Siddiqui,36,Delhi,Cash,3,Redmi 9
582,22,3,2022,Tuesday,Samsung,9,46150.68,Nikhil Solanki,34,Ludhiana,Cash,5,Galaxy Note 20
583,22,3,2022,Tuesday,Xiaomi,6,27749.36,Jyoti Mehta,19,Chennai,UPI,5,Redmi 9
584,23,3,2022,Wednesday,Apple,2,63292.55,Bhavana Srivastava,57,Mumbai,UPI,5,iPhone 11
585,23,3,2022,Wednesday,Xiaomi,5,60436.22,Lata Kaur,22,Delhi,Credit Card,4,Redmi Note 10
586,23,3,2022,Wednesday,Apple,4,38372.76,Ramesh Dutta,56,Delhi,Credit Card,5,iPhone SE
587,24,3,2022,Thursday,Samsung,7,12344.72,Amit Sheth,33,Mumbai,Cash,5,Galaxy Note 20
588,24,3,2022,Thursday,Vivo,8,48312.62,Kavita Bhatnagar,34,Vadodara,Credit Card,5,Vivo V20
589,24,3,2022,Thursday,Xiaomi,1,13035.81,Bina Goyal,44,Gorakhpur,Cash,3,Redmi 9
590,24,3,2022,Thursday,Vivo,5,65576.8,Manoj Mehta,24,Jodhpur,Credit Card,3,Vivo Y51
591,25,3,2022,Friday,Apple,3,67697.88,Neeta Arora,25,Mumbai,Credit Card,5,iPhone SE
592,25,3,2022,Friday,Xiaomi,1,21369.41,Priya Varma,25,Mumbai,Cash,3,Mi 11
593,25,3,2022,Friday,OnePlus,3,50583.36,Jyoti Sheth,40,Mumbai,UPI,5,OnePlus Nord
594,26,3,2022,Saturday,Vivo,6,15536.14,Shruti Iyer,49,Jodhpur,UPI,5,Vivo S1
595,26,3,2022,Saturday,Xiaomi,7,53771.02,Amit Rathod,35,Bangalore,Credit Card,3,Mi 11
596,26,3,2022,Saturday,Vivo,8,30837.26,Vinod Joshi,55,Hyderabad,UPI,3,Vivo S1
597,27,3,2022,Sunday,Xiaomi,4,50863.01,Anjali Chatterjee,29,Mumbai,Credit Card,5,Redmi 9
598,27,3,2022,Sunday,Samsung,3,32372.59,Devendra Mathur,32,Bhopal,Debit Card,5,Galaxy S21
599,27,3,2022,Sunday,Vivo,5,18734.05,Deepika Sharma,45,Delhi,Debit Card,5,Vivo Y51
600,27,3,2022,Sunday,OnePlus,9,34366.6,Mala Roy,55,Delhi,Debit Card,3,OnePlus Nord
601,28,3,2022,Monday,OnePlus,6,16760.41,Harish Teja,48,Mumbai,UPI,4,OnePlus 8T
602,28,3,2022,Monday,Apple,9,44613,Lata Shah,26,Bangalore,UPI,5,iPhone SE
603,28,3,2022,Monday,Xiaomi,6,12457.09,Deepika Deshmukh,25,Bhopal,Cash,4,Mi 11
604,28,3,2022,Monday,Vivo,2,41639.18,Shruti Iyer,36,Indore,UPI,5,Vivo Y51
605,29,3,2022,Tuesday,Apple,5,63182.12,Harish Kapoor,25,Patna,Credit Card,5,iPhone 12
606,29,3,2022,Tuesday,Vivo,9,60272.4,Rajesh Roy,51,Mumbai,Cash,4,Vivo V20
607,29,3,2022,Tuesday,Xiaomi,8,62966.9,Sachin Iyer,21,Mumbai,UPI,5,Mi 11
608,30,3,2022,Wednesday,OnePlus,7,65322.93,Rajesh Arora,48,Chennai,Cash,4,OnePlus Nord
609,30,3,2022,Wednesday,Samsung,1,16271.67,Sneha Teja,55,Coimbatore,UPI,5,Galaxy Note 20
610,30,3,2022,Wednesday,OnePlus,4,17724.83,Sachin Rawat,20,Kolkata,Credit Card,5,OnePlus Nord
611,31,3,2022,Thursday,Apple,7,43420.41,Lata Nambiar,52,Bhopal,Debit Card,5,iPhone 11
612,31,3,2022,Thursday,Samsung,7,63638.36,Sachin Kaur,36,Delhi,Debit Card,4,Galaxy S21
613,31,3,2022,Thursday,Apple,6,68460.97,Rohan Prasad,46,Bangalore,Credit Card,4,iPhone 12
614,31,3,2022,Thursday,Xiaomi,8,12775.72,Vinod Nambiar,27,Kolkata,Cash,4,Redmi 9
615,1,4,2022,Friday,Samsung,6,31346.45,Meena Prasad,29,Bhopal,Debit Card,5,Galaxy Note 20
616,1,4,2022,Friday,Apple,3,22773.66,Vinod Arora,47,Mumbai,UPI,4,iPhone SE
617,1,4,2022,Friday,Xiaomi,4,55357.95,Navin Joshi,47,Ranchi,UPI,5,Redmi Note 10
618,1,4,2022,Friday,OnePlus,3,48411.63,Sneha Yadav,35,Indore,Cash,4,OnePlus 8T
619,2,4,2022,Saturday,Xiaomi,1,17193.28,Neeta Deshmukh,41,Hyderabad,Cash,5,Redmi Note 10
620,2,4,2022,Saturday,Vivo,5,39011.32,Mala Kulkarni,49,Ludhiana,Credit Card,5,Vivo V20
621,2,4,2022,Saturday,Xiaomi,1,51126.43,Sanjay Jain,26,Delhi,Debit Card,5,Mi 11
622,2,4,2022,Saturday,Xiaomi,1,56740.32,Rajesh Chatterjee,41,Delhi,Cash,5,Redmi 9
623,3,4,2022,Sunday,Vivo,2,11203.16,Namita Deshmukh,43,Delhi,Debit Card,5,Vivo Y51
624,3,4,2022,Sunday,Apple,4,63428.17,Ayesha Luthra,20,Indore,Debit Card,5,iPhone 12
625,3,4,2022,Sunday,Apple,6,44156.88,Krishna Rawat,40,Mumbai,UPI,5,iPhone 12
626,4,4,2022,Monday,Xiaomi,8,58714.55,Gita Dutta,28,Delhi,Cash,4,Redmi Note 10
627,4,4,2022,Monday,Vivo,3,58476.28,Devendra Singh,27,Rajkot,Credit Card,3,Vivo V20
628,4,4,2022,Monday,Vivo,1,21391.16,Rajesh Ghosh,53,Ranchi,Cash,5,Vivo S1
629,5,4,2022,Tuesday,OnePlus,3,16610.33,Vivek Bhatnagar,30,Mumbai,Debit Card,5,OnePlus 8T
630,5,4,2022,Tuesday,Apple,3,53277.24,Krishna Chatterjee,46,Coimbatore,UPI,5,iPhone 11
631,5,4,2022,Tuesday,Samsung,5,19385.62,Shruti Menon,55,Vadodara,Cash,5,Galaxy A51
632,6,4,2022,Wednesday,Apple,4,60996.25,Pooja Dutta,30,Delhi,Cash,5,iPhone SE
633,6,4,2022,Wednesday,Apple,4,53571.37,Isha Dutta,43,Hyderabad,Cash,5,iPhone 12
634,6,4,2022,Wednesday,OnePlus,9,60509.52,Rajesh Pathak,37,Delhi,Credit Card,5,OnePlus 8T
635,7,4,2022,Thursday,Samsung,7,27940.76,Kavita Jain,22,Patna,Credit Card,3,Galaxy Note 20
636,7,4,2022,Thursday,OnePlus,4,28995.88,Umesh Teja,37,Indore,Credit Card,5,OnePlus 8T
637,7,4,2022,Thursday,Samsung,3,50273.29,Anand Siddiqui,31,Delhi,Credit Card,4,Galaxy A51
638,8,4,2022,Friday,Xiaomi,6,11886.76,Kavita Goyal,31,Mumbai,UPI,5,Redmi Note 10
639,8,4,2022,Friday,Samsung,3,53589.8,Ramesh Mishra,25,Delhi,UPI,3,Galaxy S21
640,8,4,2022,Friday,OnePlus,6,60146.98,Kiran Ghosh,30,Jodhpur,Credit Card,5,OnePlus 8T
641,9,4,2022,Saturday,Apple,9,34909.82,Navin Malhotra,41,Delhi,Debit Card,4,iPhone 12
642,9,4,2022,Saturday,Samsung,6,55892.73,Lalita Thakur,32,Mumbai,Credit Card,4,Galaxy A51
643,9,4,2022,Saturday,Samsung,4,20476.66,Harish Kaur,18,Delhi,Credit Card,4,Galaxy A51
644,9,4,2022,Saturday,Vivo,5,29335.62,Anjali Patel,39,Mumbai,Debit Card,5,Vivo Y51
645,10,4,2022,Sunday,Apple,6,68458.3,Kavita Mehta,51,Rajkot,Cash,5,iPhone 12
646,10,4,2022,Sunday,Xiaomi,3,69179.69,Anjali Sharma,57,Delhi,Debit Card,3,Redmi 9
647,10,4,2022,Sunday,OnePlus,8,40756.3,Pooja Pillai,20,Kolkata,Debit Card,4,OnePlus Nord
648,11,4,2022,Monday,Xiaomi,4,66056.19,Priyanka Ghosh,43,Jodhpur,UPI,5,Redmi 9
649,11,4,2022,Monday,Apple,8,41363.84,Manoj Jain,31,Delhi,Cash,5,iPhone SE
650,11,4,2022,Monday,Samsung,3,27495.29,Harish Mehta,58,Madurai,Debit Card,5,Galaxy S21
651,12,4,2022,Tuesday,Samsung,7,26013.96,Priyanka Pathak,25,Madurai,Credit Card,5,Galaxy A51
652,12,4,2022,Tuesday,Apple,9,65770.34,Arun Dutta,33,Mumbai,Debit Card,3,iPhone SE
653,12,4,2022,Tuesday,Samsung,4,20346.78,Amit Ghosh,59,Hyderabad,UPI,5,Galaxy S21
654,13,4,2022,Wednesday,Samsung,8,44777.95,Anita Shah,38,Coimbatore,Debit Card,4,Galaxy Note 20
655,13,4,2022,Wednesday,Samsung,3,43331.5,Tanuja Mathur,27,Hyderabad,Credit Card,5,Galaxy Note 20
656,13,4,2022,Wednesday,OnePlus,7,54377.3,Bhavana Sheth,42,Bangalore,Cash,3,OnePlus Nord
657,13,4,2022,Wednesday,OnePlus,3,39954.57,Sachin Arora,55,Delhi,UPI,5,OnePlus 8T
658,14,4,2022,Thursday,Vivo,7,26337.14,Rajesh Chatterjee,39,Mumbai,Cash,3,Vivo V20
659,14,4,2022,Thursday,Xiaomi,6,20163.79,Rajesh Prasad,21,Mumbai,UPI,5,Redmi 9
660,14,4,2022,Thursday,Apple,2,47249.13,Vijay Das,21,Bangalore,Credit Card,5,iPhone 12
661,15,4,2022,Friday,Apple,3,53139.45,Sunita Verma,47,Vadodara,UPI,5,iPhone 11
662,15,4,2022,Friday,Apple,6,44171.28,Sunita Sharma,19,Rajkot,Cash,5,iPhone 11
663,15,4,2022,Friday,Vivo,4,54301.08,Radha Rao,46,Delhi,Cash,4,Vivo S1
664,16,4,2022,Saturday,OnePlus,6,18491.27,Amit Teja,53,Delhi,Debit Card,5,OnePlus 8T
665,16,4,2022,Saturday,Vivo,1,62948.21,Monika Dutta,38,Mumbai,Cash,5,Vivo S1
666,16,4,2022,Saturday,Apple,1,44943.73,Namita Kapoor,38,Hyderabad,Debit Card,3,iPhone SE
667,16,4,2022,Saturday,Xiaomi,3,17610.64,Sunita Ahuja,38,Hyderabad,Cash,5,Redmi Note 10
668,17,4,2022,Sunday,Samsung,8,37715.51,Reena Desai,21,Delhi,Debit Card,3,Galaxy Note 20
669,17,4,2022,Sunday,OnePlus,8,60687.5,Bhavana Mehta,18,Bhopal,Credit Card,5,OnePlus 8T
670,17,4,2022,Sunday,OnePlus,4,63853.73,Bina Teja,43,Mumbai,Debit Card,3,OnePlus Nord
671,18,4,2022,Monday,Vivo,6,25878.97,Ravi Kumar,19,Vadodara,Cash,5,Vivo S1
672,18,4,2022,Monday,OnePlus,8,52675.95,Sunil Singh,26,Delhi,Credit Card,5,OnePlus Nord
673,18,4,2022,Monday,Apple,7,15999.11,Meena Pillai,35,Gorakhpur,UPI,3,iPhone SE
674,19,4,2022,Tuesday,Apple,7,12012.75,Ayesha Siddiqui,59,Mumbai,Cash,4,iPhone 12
675,19,4,2022,Tuesday,Vivo,4,43623.94,Bina Singh,58,Delhi,Debit Card,5,Vivo Y51
676,19,4,2022,Tuesday,Apple,9,51689.65,Lata Patel,28,Delhi,UPI,5,iPhone 12
677,20,4,2022,Wednesday,Xiaomi,6,57747.2,Lalita Shah,42,Kolkata,Debit Card,4,Mi 11
678,20,4,2022,Wednesday,Vivo,3,30412.97,Pooja Dutta,43,Delhi,UPI,5,Vivo V20
679,20,4,2022,Wednesday,Xiaomi,5,10391.52,Priya Mehta,53,Gorakhpur,Credit Card,4,Redmi 9
680,21,4,2022,Thursday,Samsung,5,38771.15,Yogesh Mishra,59,Gorakhpur,Cash,5,Galaxy S21
681,21,4,2022,Thursday,Xiaomi,5,10951.21,Mala Goyal,52,Delhi,Credit Card,5,Redmi Note 10
682,21,4,2022,Thursday,Samsung,8,15519.07,Vinod Chatterjee,55,Delhi,Cash,5,Galaxy A51
683,22,4,2022,Friday,Samsung,9,29601.34,Sunita Luthra,20,Coimbatore,UPI,5,Galaxy A51
684,22,4,2022,Friday,Xiaomi,9,36230.32,Anand Joshi,58,Ranchi,Credit Card,5,Mi 11
685,22,4,2022,Friday,Vivo,6,26768.17,Lata Chaudhary,52,Coimbatore,Cash,4,Vivo Y51
686,22,4,2022,Friday,Apple,6,44911.92,Harish Mehta,57,Hyderabad,UPI,5,iPhone 12
687,23,4,2022,Saturday,Apple,9,13320.99,Neeta Menon,39,Mumbai,Credit Card,5,iPhone 12
688,23,4,2022,Saturday,Samsung,4,18674.78,Pankaj Shah,25,Bangalore,Credit Card,3,Galaxy S21
689,23,4,2022,Saturday,Samsung,6,51715.5,Prashant Deshmukh,32,Delhi,Credit Card,5,Galaxy A51
690,23,4,2022,Saturday,Vivo,4,18528.45,Sunita Verma,24,Delhi,Credit Card,5,Vivo Y51
691,24,4,2022,Sunday,OnePlus,1,48386.51,Gita Teja,36,Hyderabad,Debit Card,5,OnePlus 9
692,24,4,2022,Sunday,Xiaomi,7,13281.08,Sachin Goyal,57,Bhopal,UPI,3,Mi 11
693,24,4,2022,Sunday,Samsung,6,34442.94,Bina Goyal,59,Ludhiana,Debit Card,5,Galaxy Note 20
694,24,4,2022,Sunday,Apple,9,20644.57,Sneha Arora,34,Delhi,UPI,5,iPhone SE
695,25,4,2022,Monday,Vivo,7,16578.18,Ravi Reddy,18,Ranchi,UPI,5,Vivo S1
696,25,4,2022,Monday,Xiaomi,7,44021.97,Navin Pathak,46,Coimbatore,UPI,4,Redmi Note 10
697,25,4,2022,Monday,Vivo,2,65700.15,Nikhil Jain,30,Mumbai,Cash,3,Vivo V20
698,26,4,2022,Tuesday,Xiaomi,9,13287.22,Amit Ghosh,46,Rajkot,UPI,5,Redmi Note 10
699,26,4,2022,Tuesday,Xiaomi,9,35293.25,Lalita Rathod,58,Mumbai,Credit Card,5,Redmi Note 10
700,26,4,2022,Tuesday,Samsung,6,52452.13,Isha Kaur,59,Ranchi,Debit Card,5,Galaxy S21
701,27,4,2022,Wednesday,Vivo,3,37761.27,Vivek Mishra,23,Delhi,Credit Card,5,Vivo Y51
702,27,4,2022,Wednesday,Vivo,1,58389.76,Kavita Desai,22,Kanpur,Credit Card,5,Vivo Y51
703,27,4,2022,Wednesday,Apple,4,20778.72,Anjali Pathak,51,Hyderabad,Debit Card,4,iPhone SE
704,28,4,2022,Thursday,Apple,3,67575.65,Monika Rathod,28,Mumbai,Credit Card,5,iPhone SE
705,28,4,2022,Thursday,Samsung,1,33109.76,Anita Kulkarni,26,Delhi,Cash,5,Galaxy Note 20
706,28,4,2022,Thursday,Samsung,3,30494.18,Namita Patel,55,Mumbai,Credit Card,5,Galaxy A51
707,28,4,2022,Thursday,OnePlus,4,62476.35,Priyanka Goyal,57,Delhi,Credit Card,5,OnePlus Nord
708,29,4,2022,Friday,Apple,8,43832.02,Bina Siddiqui,58,Delhi,Debit Card,5,iPhone 12
709,29,4,2022,Friday,Xiaomi,9,40986.66,Meena Verma,26,Jodhpur,Credit Card,5,Redmi 9
710,29,4,2022,Friday,Vivo,3,53618.68,Aditya Rao,25,Indore,Debit Card,5,Vivo S1
711,30,4,2022,Saturday,Samsung,6,44790.05,Rohan Goyal,57,Mumbai,UPI,3,Galaxy A51
712,30,4,2022,Saturday,Vivo,5,19750.94,Amit Chatterjee,20,Kolkata,UPI,5,Vivo Y51
713,30,4,2022,Saturday,Vivo,6,50451.86,Devendra Singh,30,Chennai,Cash,5,Vivo Y51
714,1,5,2022,Sunday,OnePlus,4,18008.13,Bhavana Malhotra,36,Jodhpur,Debit Card,5,OnePlus 9
715,1,5,2022,Sunday,Apple,6,58351.46,Lata Shah,51,Bhopal,Debit Card,4,iPhone SE
716,1,5,2022,Sunday,Samsung,7,69384.2,Vijay Malhotra,49,Mumbai,Debit Card,5,Galaxy Note 20
717,1,5,2022,Sunday,Vivo,9,32643.26,Tapan Luthra,33,Delhi,Cash,5,Vivo V20
718,2,5,2022,Monday,Samsung,7,36685.35,Vivek Alva,53,Delhi,Cash,4,Galaxy A51
719,2,5,2022,Monday,Xiaomi,6,12786.02,Manoj Luthra,35,Kolkata,Credit Card,5,Redmi Note 10
720,2,5,2022,Monday,OnePlus,1,10823.99,Sachin Jain,31,Bhopal,Debit Card,5,OnePlus 9
